id,title,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,year_norm,rating_norm,duration_norm
289,Movie_289,0.22,0.1,0.29,0.06,0.01,0.32,0.01,0.59,0.76,0.98
290,Movie_290,0.49,0.05,0.08,0.03,0.19,0.07,0.09,0.67,0.15,0.59
291,Movie_291,0.14,0.07,0.09,0.52,0.05,0.01,0.11,0.53,0.38,0.18
292,Movie_292,0.07,0.27,0.09,0.22,0.2,0.01,0.15,0.19,0.7,0.58
293,Movie_293,0.03,0.21,0.17,0.16,0.13,0.01,0.3,0.24,0.69,0.02
294,Movie_294,0.14,0.01,0.12,0.16,0.05,0.02,0.49,0.65,0.7,0.89
295,Movie_295,0.05,0.01,0.31,0.02,0.57,0.0,0.03,0.88,0.08,0.23
296,Movie_296,0.07,0.02,0.13,0.32,0.16,0.11,0.19,0.03,0.46,0.11
297,Movie_297,0.03,0.12,0.26,0.3,0.07,0.05,0.17,0.4,0.57,0.21
298,Movie_298,0.33,0.03,0.01,0.01,0.09,0.12,0.4,1.0,0.59,0.51
299,Movie_299,0.25,0.08,0.09,0.04,0.24,0.18,0.12,0.19,0.75,0.33
300,Movie_300,0.23,0.07,0.13,0.0,0.02,0.19,0.34,0.8,0.28,0.16
301,Movie_301,0.47,0.19,0.07,0.03,0.13,0.09,0.01,0.84,0.24,0.59
302,Movie_302,0.16,0.08,0.03,0.28,0.02,0.14,0.29,0.83,0.47,0.01
303,Movie_303,0.04,0.08,0.0,0.05,0.09,0.52,0.22,0.32,0.67,0.51
304,Movie_304,0.11,0.01,0.01,0.35,0.25,0.26,0.02,0.84,0.97,0.11
305,Movie_305,0.05,0.03,0.02,0.23,0.19,0.46,0.02,0.39,0.41,0.2
306,Movie_306,0.01,0.22,0.1,0.11,0.17,0.06,0.34,0.12,0.35,0.06
307,Movie_307,0.02,0.13,0.05,0.5,0.12,0.11,0.07,0.19,0.27,0.97
308,Movie_308,0.2,0.03,0.54,0.13,0.1,0.0,0.0,0.03,0.84,0.73
309,Movie_309,0.2,0.16,0.01,0.09,0.29,0.25,0.01,0.19,0.93,0.29
310,Movie_310,0.03,0.03,0.2,0.14,0.15,0.01,0.44,0.99,0.35,0.67
311,Movie_311,0.34,0.0,0.11,0.0,0.26,0.23,0.06,0.91,0.33,0.48
312,Movie_312,0.26,0.29,0.04,0.11,0.18,0.01,0.12,0.21,0.79,0.98
313,Movie_313,0.14,0.08,0.22,0.19,0.12,0.25,0.01,0.63,0.84,0.01
314,Movie_314,0.05,0.08,0.19,0.17,0.01,0.39,0.1,0.39,0.31,0.01
315,Movie_315,0.12,0.13,0.13,0.03,0.3,0.25,0.04,0.75,0.96,0.72
316,Movie_316,0.3,0.06,0.12,0.32,0.0,0.18,0.03,0.37,0.16,0.92
317,Movie_317,0.17,0.04,0.26,0.01,0.13,0.08,0.31,0.2,0.52,0.74
318,Movie_318,0.38,0.32,0.03,0.1,0.04,0.02,0.1,0.76,0.68,0.76
319,Movie_319,0.04,0.04,0.05,0.36,0.2,0.1,0.21,0.21,0.5,0.57
320,Movie_320,0.12,0.13,0.02,0.2,0.25,0.25,0.04,0.72,0.3,0.96
321,Movie_321,0.03,0.11,0.58,0.1,0.06,0.09,0.03,0.75,0.83,0.48
322,Movie_322,0.01,0.2,0.05,0.26,0.26,0.03,0.19,0.37,0.58,0.92
323,Movie_323,0.48,0.01,0.07,0.09,0.3,0.02,0.04,0.08,0.54,0.17
324,Movie_324,0.07,0.11,0.19,0.25,0.06,0.0,0.31,0.64,0.51,0.29
325,Movie_325,0.06,0.3,0.01,0.07,0.03,0.03,0.51,0.33,0.14,0.26
326,Movie_326,0.45,0.04,0.11,0.1,0.1,0.0,0.2,0.76,0.1,0.71
327,Movie_327,0.22,0.11,0.13,0.35,0.01,0.14,0.04,0.44,0.27,0.08
328,Movie_328,0.08,0.14,0.23,0.01,0.43,0.07,0.04,0.16,0.01,0.63
329,Movie_329,0.23,0.14,0.07,0.0,0.16,0.16,0.24,0.44,0.89,0.89
330,Movie_330,0.11,0.01,0.17,0.01,0.28,0.17,0.26,0.99,0.36,0.86
331,Movie_331,0.12,0.06,0.31,0.07,0.14,0.12,0.18,0.37,0.83,0.05
332,Movie_332,0.29,0.1,0.14,0.16,0.03,0.1,0.17,0.32,0.76,0.78
333,Movie_333,0.18,0.24,0.22,0.09,0.11,0.08,0.08,0.67,0.45,0.98
334,Movie_334,0.07,0.03,0.37,0.04,0.19,0.16,0.15,0.12,0.01,0.88
335,Movie_335,0.12,0.12,0.06,0.06,0.13,0.13,0.38,0.73,0.41,0.12
336,Movie_336,0.11,0.03,0.03,0.32,0.15,0.09,0.28,0.91,0.5,0.44
337,Movie_337,0.21,0.27,0.07,0.12,0.08,0.16,0.09,0.31,0.57,0.9
338,Movie_338,0.07,0.26,0.13,0.35,0.08,0.06,0.05,0.24,0.71,0.67
339,Movie_339,0.11,0.06,0.04,0.18,0.53,0.07,0.01,0.15,0.01,0.45
340,Movie_340,0.26,0.1,0.04,0.13,0.26,0.11,0.11,0.51,0.87,0.7
341,Movie_341,0.38,0.07,0.13,0.05,0.07,0.24,0.07,0.8,0.36,0.02
342,Movie_342,0.04,0.56,0.05,0.17,0.15,0.01,0.02,0.79,0.0,0.83
343,Movie_343,0.09,0.19,0.19,0.02,0.1,0.37,0.05,0.39,0.9,0.47
344,Movie_344,0.21,0.1,0.05,0.44,0.03,0.06,0.11,0.12,0.05,0.09
345,Movie_345,0.2,0.44,0.03,0.03,0.03,0.21,0.06,0.39,0.24,0.93
346,Movie_346,0.15,0.14,0.1,0.25,0.16,0.14,0.06,0.99,0.98,0.95
347,Movie_347,0.01,0.17,0.42,0.17,0.02,0.11,0.1,0.91,0.85,0.57
348,Movie_348,0.41,0.06,0.02,0.21,0.17,0.04,0.1,0.47,0.7,0.65
349,Movie_349,0.04,0.19,0.13,0.25,0.08,0.22,0.1,0.07,0.06,0.14
350,Movie_350,0.27,0.23,0.04,0.06,0.31,0.01,0.09,0.25,0.33,0.43
351,Movie_351,0.14,0.11,0.13,0.15,0.28,0.05,0.14,0.56,0.24,0.11
352,Movie_352,0.22,0.14,0.26,0.05,0.22,0.04,0.05,0.55,0.32,0.64
353,Movie_353,0.08,0.07,0.16,0.23,0.36,0.02,0.09,0.04,0.87,0.19
354,Movie_354,0.09,0.13,0.11,0.0,0.24,0.14,0.3,0.67,0.6,0.81
355,Movie_355,0.08,0.24,0.12,0.12,0.08,0.33,0.04,0.41,0.14,0.58
356,Movie_356,0.07,0.17,0.43,0.01,0.13,0.19,0.0,0.43,0.17,0.09
357,Movie_357,0.13,0.5,0.03,0.14,0.08,0.03,0.09,0.21,0.41,0.43
358,Movie_358,0.12,0.14,0.15,0.0,0.42,0.16,0.01,0.4,0.43,0.39
359,Movie_359,0.23,0.08,0.15,0.03,0.18,0.27,0.07,0.07,0.33,0.46
360,Movie_360,0.17,0.14,0.19,0.12,0.32,0.04,0.02,0.89,0.41,0.33
361,Movie_361,0.21,0.25,0.01,0.06,0.05,0.42,0.0,0.48,0.02,0.39
362,Movie_362,0.09,0.18,0.05,0.15,0.08,0.0,0.44,0.08,0.88,0.33
363,Movie_363,0.13,0.15,0.28,0.04,0.12,0.07,0.21,0.84,0.76,0.05
364,Movie_364,0.03,0.14,0.32,0.12,0.14,0.07,0.18,0.87,0.6,0.66
365,Movie_365,0.02,0.22,0.03,0.29,0.25,0.06,0.12,0.2,0.14,0.23
366,Movie_366,0.27,0.05,0.15,0.0,0.26,0.23,0.04,0.03,0.19,0.41
367,Movie_367,0.21,0.27,0.25,0.11,0.1,0.04,0.01,0.69,0.87,0.52
368,Movie_368,0.09,0.3,0.03,0.09,0.31,0.04,0.15,0.85,0.63,0.67
369,Movie_369,0.31,0.1,0.22,0.14,0.04,0.16,0.03,0.69,0.58,0.54
370,Movie_370,0.04,0.02,0.01,0.59,0.01,0.02,0.31,0.83,0.85,0.43
371,Movie_371,0.54,0.09,0.09,0.09,0.02,0.05,0.12,0.59,0.56,0.09
372,Movie_372,0.07,0.12,0.01,0.38,0.17,0.24,0.01,0.09,0.26,0.16
373,Movie_373,0.02,0.05,0.36,0.05,0.2,0.06,0.27,0.6,0.28,0.9
374,Movie_374,0.15,0.01,0.0,0.1,0.65,0.05,0.04,0.01,0.72,0.22
375,Movie_375,0.58,0.0,0.0,0.0,0.2,0.03,0.19,0.92,0.75,0.64
376,Movie_376,0.25,0.01,0.02,0.26,0.19,0.07,0.21,0.45,0.32,0.73
377,Movie_377,0.01,0.05,0.11,0.03,0.15,0.59,0.07,0.51,0.6,0.78
378,Movie_378,0.17,0.01,0.21,0.19,0.06,0.25,0.11,0.27,0.69,0.61
379,Movie_379,0.14,0.19,0.09,0.0,0.29,0.04,0.25,0.29,0.17,0.4
380,Movie_380,0.09,0.03,0.24,0.31,0.09,0.14,0.1,0.81,0.87,0.23
381,Movie_381,0.19,0.02,0.33,0.27,0.03,0.07,0.09,0.53,0.59,0.49
382,Movie_382,0.01,0.24,0.02,0.01,0.62,0.06,0.04,0.85,0.5,0.9
383,Movie_383,0.07,0.08,0.05,0.27,0.34,0.01,0.17,0.72,0.4,0.31
384,Movie_384,0.18,0.23,0.08,0.23,0.05,0.07,0.16,0.91,0.82,0.78
385,Movie_385,0.1,0.23,0.19,0.06,0.12,0.2,0.09,0.85,0.18,0.18
386,Movie_386,0.39,0.15,0.02,0.01,0.14,0.21,0.09,0.16,0.05,0.64
387,Movie_387,0.39,0.01,0.15,0.16,0.11,0.14,0.04,0.36,0.16,0.66
388,Movie_388,0.03,0.07,0.02,0.15,0.4,0.1,0.24,0.75,0.0,0.57
389,Movie_389,0.04,0.18,0.07,0.17,0.12,0.09,0.32,0.29,0.69,0.07
390,Movie_390,0.19,0.36,0.25,0.08,0.01,0.09,0.02,0.28,0.24,0.16
391,Movie_391,0.01,0.0,0.59,0.21,0.07,0.06,0.06,0.56,0.11,0.02
392,Movie_392,0.06,0.42,0.02,0.11,0.03,0.21,0.16,0.01,0.59,0.73
393,Movie_393,0.01,0.19,0.03,0.02,0.54,0.17,0.04,0.25,0.6,0.38
394,Movie_394,0.51,0.05,0.26,0.1,0.0,0.05,0.04,0.97,0.27,0.41
395,Movie_395,0.17,0.1,0.29,0.16,0.09,0.07,0.12,0.83,0.44,0.96
396,Movie_396,0.34,0.1,0.05,0.07,0.06,0.26,0.11,0.13,0.97,0.82
397,Movie_397,0.03,0.14,0.06,0.08,0.46,0.04,0.19,0.11,0.86,0.16
398,Movie_398,0.28,0.05,0.01,0.05,0.42,0.09,0.09,0.47,0.21,0.83
399,Movie_399,0.29,0.01,0.02,0.26,0.09,0.15,0.17,0.27,0.51,0.77
400,Movie_400,0.33,0.02,0.17,0.13,0.1,0.01,0.24,0.59,0.59,0.96
401,Movie_401,0.05,0.42,0.17,0.02,0.05,0.24,0.05,0.49,0.08,0.01
402,Movie_402,0.02,0.06,0.22,0.06,0.29,0.05,0.31,0.27,0.74,0.87
403,Movie_403,0.06,0.04,0.71,0.01,0.1,0.01,0.07,0.23,0.26,0.67
404,Movie_404,0.37,0.17,0.06,0.16,0.13,0.0,0.1,0.03,0.48,0.16
405,Movie_405,0.25,0.09,0.25,0.06,0.18,0.07,0.1,0.57,0.85,0.48
406,Movie_406,0.09,0.13,0.48,0.08,0.04,0.07,0.11,0.8,0.73,0.54
407,Movie_407,0.11,0.33,0.05,0.01,0.15,0.0,0.34,0.63,0.62,0.41
408,Movie_408,0.23,0.02,0.03,0.26,0.16,0.14,0.15,0.53,0.86,0.52
409,Movie_409,0.42,0.06,0.16,0.01,0.25,0.03,0.08,0.43,0.72,0.19
410,Movie_410,0.05,0.07,0.5,0.19,0.0,0.18,0.01,0.87,0.21,0.27
411,Movie_411,0.04,0.08,0.07,0.09,0.45,0.02,0.24,0.59,0.09,0.03
412,Movie_412,0.18,0.35,0.03,0.33,0.01,0.03,0.07,0.35,0.21,0.22
413,Movie_413,0.24,0.25,0.17,0.08,0.19,0.06,0.0,0.76,0.62,0.33
414,Movie_414,0.22,0.15,0.05,0.3,0.1,0.17,0.01,0.91,0.86,0.82
415,Movie_415,0.09,0.11,0.24,0.11,0.07,0.2,0.19,0.71,0.36,0.16
416,Movie_416,0.09,0.05,0.03,0.08,0.37,0.1,0.28,0.24,0.31,0.97
417,Movie_417,0.03,0.25,0.01,0.04,0.3,0.05,0.32,0.15,0.71,0.23
418,Movie_418,0.28,0.15,0.09,0.21,0.18,0.05,0.02,0.0,0.39,0.54
419,Movie_419,0.05,0.01,0.26,0.3,0.01,0.09,0.28,0.92,0.01,0.99
420,Movie_420,0.01,0.06,0.17,0.49,0.12,0.02,0.13,0.24,0.63,0.01
421,Movie_421,0.11,0.26,0.07,0.14,0.27,0.04,0.12,0.92,0.18,0.25
422,Movie_422,0.42,0.33,0.0,0.03,0.18,0.04,0.0,0.72,0.79,0.88
423,Movie_423,0.03,0.17,0.53,0.06,0.12,0.08,0.0,0.28,0.48,0.65
424,Movie_424,0.21,0.05,0.31,0.08,0.04,0.01,0.3,0.09,0.08,0.62
425,Movie_425,0.09,0.02,0.09,0.43,0.11,0.15,0.12,0.44,0.16,0.62
426,Movie_426,0.05,0.15,0.21,0.16,0.13,0.11,0.2,0.84,0.25,0.5
427,Movie_427,0.04,0.06,0.05,0.16,0.06,0.59,0.05,0.51,0.28,0.88
428,Movie_428,0.23,0.09,0.18,0.21,0.18,0.09,0.02,0.19,0.1,0.56
429,Movie_429,0.27,0.26,0.09,0.02,0.29,0.03,0.03,0.28,0.59,0.23
430,Movie_430,0.01,0.09,0.18,0.17,0.09,0.43,0.02,0.85,0.61,0.97
431,Movie_431,0.22,0.39,0.05,0.07,0.05,0.05,0.17,0.53,0.88,0.48
432,Movie_432,0.04,0.54,0.14,0.15,0.03,0.02,0.08,0.55,0.24,0.34
433,Movie_433,0.14,0.05,0.42,0.0,0.02,0.03,0.33,0.89,0.08,0.75
434,Movie_434,0.17,0.1,0.01,0.21,0.21,0.16,0.15,0.04,0.13,0.42
435,Movie_435,0.3,0.18,0.0,0.11,0.12,0.14,0.16,0.92,0.6,0.87
436,Movie_436,0.25,0.02,0.13,0.29,0.17,0.07,0.06,0.24,0.15,0.25
437,Movie_437,0.01,0.3,0.14,0.07,0.35,0.05,0.09,0.37,0.12,0.99
438,Movie_438,0.0,0.16,0.1,0.05,0.34,0.12,0.22,0.11,0.78,0.15
439,Movie_439,0.05,0.14,0.2,0.33,0.17,0.05,0.06,0.01,0.03,0.28
440,Movie_440,0.01,0.03,0.22,0.06,0.47,0.1,0.12,0.97,0.5,0.06
441,Movie_441,0.06,0.22,0.17,0.12,0.28,0.03,0.12,0.23,0.02,0.21
442,Movie_442,0.07,0.09,0.1,0.11,0.03,0.38,0.22,0.65,0.9,0.24
443,Movie_443,0.29,0.04,0.14,0.3,0.16,0.06,0.01,0.97,0.65,0.92
444,Movie_444,0.24,0.04,0.02,0.14,0.15,0.18,0.23,0.51,0.25,0.04
445,Movie_445,0.38,0.01,0.09,0.02,0.13,0.17,0.19,0.25,0.17,0.47
446,Movie_446,0.03,0.54,0.03,0.15,0.2,0.04,0.0,0.88,0.28,0.77
447,Movie_447,0.29,0.06,0.45,0.08,0.05,0.05,0.01,0.8,0.43,0.48
448,Movie_448,0.27,0.13,0.21,0.29,0.02,0.02,0.07,0.36,0.57,0.83
449,Movie_449,0.05,0.29,0.04,0.38,0.08,0.01,0.15,0.84,0.95,0.67
450,Movie_450,0.07,0.51,0.2,0.01,0.03,0.12,0.05,0.87,0.54,0.41
451,Movie_451,0.04,0.41,0.12,0.09,0.21,0.11,0.02,0.24,0.48,0.54
452,Movie_452,0.31,0.08,0.33,0.0,0.11,0.05,0.12,0.56,0.53,0.46
453,Movie_453,0.19,0.24,0.11,0.03,0.17,0.25,0.01,0.87,0.59,0.0
454,Movie_454,0.01,0.29,0.13,0.32,0.04,0.14,0.06,0.67,0.9,0.57
455,Movie_455,0.29,0.09,0.06,0.43,0.01,0.12,0.01,0.73,0.91,0.34
456,Movie_456,0.05,0.49,0.08,0.07,0.22,0.03,0.07,0.43,0.03,0.0
457,Movie_457,0.12,0.29,0.0,0.19,0.28,0.01,0.11,0.16,0.86,0.99
458,Movie_458,0.02,0.4,0.03,0.17,0.07,0.16,0.16,0.04,0.01,0.12
459,Movie_459,0.0,0.43,0.1,0.16,0.07,0.22,0.0,0.8,0.58,0.52
460,Movie_460,0.13,0.06,0.06,0.03,0.15,0.23,0.34,0.28,0.46,0.77
461,Movie_461,0.24,0.12,0.03,0.28,0.09,0.02,0.22,0.2,0.7,0.37
462,Movie_462,0.14,0.01,0.12,0.08,0.04,0.11,0.5,0.84,0.02,0.74
463,Movie_463,0.13,0.02,0.09,0.19,0.04,0.04,0.49,0.92,0.88,0.76
464,Movie_464,0.14,0.19,0.14,0.18,0.16,0.06,0.11,0.33,0.08,0.14
465,Movie_465,0.06,0.18,0.55,0.04,0.07,0.05,0.04,0.04,0.23,0.03
466,Movie_466,0.08,0.09,0.25,0.22,0.12,0.0,0.24,0.49,0.96,0.02
467,Movie_467,0.12,0.35,0.09,0.24,0.01,0.17,0.02,0.99,0.51,0.45
468,Movie_468,0.04,0.39,0.19,0.01,0.2,0.15,0.01,0.09,0.53,0.24
469,Movie_469,0.01,0.55,0.04,0.13,0.07,0.09,0.11,0.68,0.57,0.1
470,Movie_470,0.46,0.01,0.03,0.15,0.03,0.04,0.29,0.95,0.52,0.16
471,Movie_471,0.04,0.22,0.01,0.29,0.11,0.15,0.17,0.07,0.1,0.84
472,Movie_472,0.5,0.11,0.11,0.02,0.07,0.15,0.05,0.85,0.5,0.57
473,Movie_473,0.07,0.01,0.02,0.14,0.15,0.57,0.05,0.61,0.78,0.68
474,Movie_474,0.08,0.08,0.34,0.13,0.12,0.24,0.01,0.97,0.9,0.87
475,Movie_475,0.16,0.0,0.65,0.01,0.13,0.04,0.02,0.72,0.47,0.89
476,Movie_476,0.1,0.45,0.0,0.07,0.27,0.02,0.09,0.6,0.86,0.14
477,Movie_477,0.36,0.09,0.07,0.43,0.04,0.0,0.01,0.45,0.17,0.82
478,Movie_478,0.15,0.09,0.06,0.31,0.13,0.07,0.19,0.83,0.73,0.7
479,Movie_479,0.3,0.22,0.08,0.03,0.2,0.07,0.09,0.87,0.66,0.0
480,Movie_480,0.01,0.05,0.54,0.31,0.0,0.07,0.01,0.29,0.13,0.28
481,Movie_481,0.34,0.08,0.1,0.23,0.0,0.13,0.12,0.13,0.22,0.18
482,Movie_482,0.2,0.42,0.08,0.04,0.07,0.03,0.16,0.68,0.15,0.71
483,Movie_483,0.08,0.06,0.05,0.01,0.05,0.09,0.66,0.83,0.69,0.66
484,Movie_484,0.27,0.03,0.19,0.02,0.32,0.09,0.08,0.92,0.44,0.33
485,Movie_485,0.02,0.62,0.01,0.09,0.2,0.04,0.03,0.51,0.97,1.0
486,Movie_486,0.25,0.16,0.08,0.09,0.18,0.08,0.16,0.92,0.5,0.08
487,Movie_487,0.5,0.14,0.06,0.15,0.07,0.0,0.08,0.59,0.29,0.27
488,Movie_488,0.06,0.06,0.02,0.22,0.11,0.4,0.13,0.41,0.13,0.48
489,Movie_489,0.29,0.18,0.17,0.11,0.11,0.13,0.01,0.71,0.02,0.66
490,Movie_490,0.02,0.1,0.03,0.22,0.28,0.02,0.33,0.76,0.33,0.99
491,Movie_491,0.38,0.03,0.16,0.17,0.03,0.1,0.13,0.69,0.92,0.71
492,Movie_492,0.31,0.15,0.03,0.21,0.06,0.17,0.05,0.85,0.77,0.83
493,Movie_493,0.24,0.05,0.06,0.02,0.43,0.04,0.16,0.83,0.72,0.82
494,Movie_494,0.02,0.04,0.04,0.38,0.25,0.05,0.22,0.65,0.43,0.74
495,Movie_495,0.02,0.06,0.42,0.06,0.06,0.12,0.25,0.71,0.59,0.51
496,Movie_496,0.44,0.21,0.01,0.19,0.01,0.11,0.02,0.83,0.46,0.63
497,Movie_497,0.08,0.05,0.64,0.03,0.07,0.1,0.05,0.64,0.46,0.41
498,Movie_498,0.06,0.04,0.16,0.08,0.15,0.05,0.47,0.11,0.48,0.62
499,Movie_499,0.24,0.35,0.12,0.06,0.02,0.04,0.17,0.25,0.64,0.21
500,Movie_500,0.19,0.41,0.05,0.01,0.03,0.14,0.17,0.63,0.71,0.21
501,Movie_501,0.31,0.17,0.04,0.01,0.23,0.04,0.21,0.68,0.89,0.11
502,Movie_502,0.03,0.12,0.21,0.17,0.27,0.14,0.07,0.81,0.65,0.19
503,Movie_503,0.18,0.23,0.16,0.14,0.17,0.1,0.03,0.13,0.59,0.93
504,Movie_504,0.41,0.13,0.02,0.14,0.13,0.13,0.05,0.57,0.25,0.74
505,Movie_505,0.08,0.08,0.29,0.38,0.05,0.06,0.05,0.23,0.99,0.74
506,Movie_506,0.1,0.21,0.05,0.31,0.2,0.08,0.06,0.56,0.49,0.04
507,Movie_507,0.14,0.09,0.01,0.11,0.17,0.06,0.43,0.15,0.43,0.13
508,Movie_508,0.01,0.2,0.03,0.22,0.26,0.13,0.16,0.0,0.02,0.31
509,Movie_509,0.08,0.16,0.13,0.11,0.15,0.2,0.17,0.51,0.89,0.99
510,Movie_510,0.11,0.06,0.12,0.05,0.11,0.46,0.08,0.45,0.45,0.6
511,Movie_511,0.24,0.05,0.07,0.18,0.22,0.16,0.08,0.85,0.48,0.73
512,Movie_512,0.07,0.22,0.09,0.02,0.29,0.14,0.18,0.33,0.22,0.53
513,Movie_513,0.38,0.18,0.15,0.0,0.1,0.0,0.19,0.65,0.48,0.02
514,Movie_514,0.12,0.09,0.01,0.36,0.4,0.0,0.03,0.25,0.57,0.09
515,Movie_515,0.24,0.11,0.1,0.16,0.07,0.23,0.08,0.09,0.56,0.08
516,Movie_516,0.25,0.12,0.39,0.17,0.07,0.0,0.01,0.56,0.18,0.65
517,Movie_517,0.13,0.04,0.09,0.15,0.3,0.04,0.25,0.43,0.76,0.32
518,Movie_518,0.02,0.09,0.19,0.02,0.26,0.17,0.25,0.2,0.44,0.73
519,Movie_519,0.02,0.12,0.18,0.06,0.4,0.21,0.01,0.92,0.74,0.42
520,Movie_520,0.24,0.04,0.18,0.13,0.21,0.09,0.11,0.01,0.78,0.68
521,Movie_521,0.09,0.29,0.02,0.05,0.1,0.03,0.42,0.67,0.86,0.33
522,Movie_522,0.42,0.08,0.0,0.18,0.24,0.06,0.01,0.08,0.19,0.46
523,Movie_523,0.02,0.16,0.12,0.13,0.0,0.21,0.36,0.55,0.05,0.36
524,Movie_524,0.04,0.05,0.29,0.23,0.01,0.07,0.31,0.03,0.43,0.86
525,Movie_525,0.1,0.09,0.02,0.22,0.11,0.14,0.32,0.52,0.25,0.01
526,Movie_526,0.01,0.32,0.02,0.13,0.42,0.01,0.1,0.0,0.92,0.83
527,Movie_527,0.06,0.1,0.16,0.19,0.08,0.18,0.22,0.31,0.99,0.57
528,Movie_528,0.11,0.04,0.41,0.22,0.1,0.1,0.02,0.13,0.9,0.78
529,Movie_529,0.2,0.0,0.33,0.06,0.21,0.01,0.19,0.16,0.58,0.89
530,Movie_530,0.03,0.02,0.09,0.15,0.05,0.35,0.31,0.44,0.31,0.96
531,Movie_531,0.03,0.24,0.15,0.17,0.36,0.03,0.03,0.29,0.56,0.03
532,Movie_532,0.12,0.02,0.19,0.17,0.08,0.42,0.0,0.96,0.92,0.32
533,Movie_533,0.02,0.7,0.01,0.08,0.02,0.08,0.11,0.49,0.91,0.43
534,Movie_534,0.0,0.04,0.74,0.03,0.07,0.03,0.1,0.0,0.72,0.48
535,Movie_535,0.03,0.37,0.01,0.0,0.43,0.04,0.12,0.31,0.37,0.7
536,Movie_536,0.14,0.18,0.05,0.03,0.04,0.46,0.09,0.45,0.4,0.47
537,Movie_537,0.09,0.03,0.06,0.32,0.2,0.06,0.24,0.55,0.39,0.01
538,Movie_538,0.04,0.3,0.36,0.21,0.01,0.03,0.05,0.69,0.14,0.88
539,Movie_539,0.12,0.25,0.08,0.18,0.15,0.12,0.12,0.36,0.36,0.6
540,Movie_540,0.02,0.25,0.06,0.22,0.15,0.25,0.04,0.51,0.47,0.24
541,Movie_541,0.04,0.04,0.17,0.02,0.5,0.09,0.14,1.0,0.74,0.73
542,Movie_542,0.31,0.07,0.07,0.16,0.06,0.17,0.17,0.56,0.1,0.62
543,Movie_543,0.06,0.0,0.3,0.18,0.21,0.09,0.17,0.45,0.46,0.93
544,Movie_544,0.08,0.01,0.08,0.23,0.07,0.25,0.28,0.48,0.99,0.16
545,Movie_545,0.04,0.01,0.36,0.23,0.04,0.06,0.26,0.04,0.51,0.72
546,Movie_546,0.06,0.05,0.05,0.19,0.21,0.09,0.34,0.87,0.89,0.65
547,Movie_547,0.04,0.0,0.06,0.22,0.56,0.01,0.11,0.68,0.95,0.16
548,Movie_548,0.09,0.11,0.27,0.06,0.24,0.12,0.11,0.4,0.19,0.51
549,Movie_549,0.36,0.1,0.18,0.04,0.1,0.16,0.06,0.49,0.57,0.51
550,Movie_550,0.26,0.11,0.07,0.14,0.09,0.26,0.07,0.25,0.76,0.82
551,Movie_551,0.0,0.27,0.52,0.04,0.07,0.04,0.05,0.84,0.42,0.11
552,Movie_552,0.24,0.08,0.27,0.02,0.17,0.1,0.11,0.09,0.26,0.13
553,Movie_553,0.2,0.25,0.25,0.13,0.0,0.11,0.06,0.68,0.83,0.87
554,Movie_554,0.18,0.05,0.14,0.34,0.12,0.07,0.11,0.33,0.01,0.59
555,Movie_555,0.42,0.27,0.17,0.01,0.05,0.01,0.07,0.21,0.04,0.1
556,Movie_556,0.32,0.1,0.25,0.11,0.14,0.02,0.06,0.19,0.5,0.49
557,Movie_557,0.1,0.1,0.0,0.51,0.13,0.03,0.13,0.4,0.5,0.96
558,Movie_558,0.11,0.01,0.2,0.04,0.41,0.14,0.08,0.17,0.46,0.93
559,Movie_559,0.07,0.2,0.1,0.08,0.05,0.37,0.13,0.05,0.21,0.82
560,Movie_560,0.35,0.02,0.03,0.06,0.03,0.42,0.09,0.73,0.52,0.97
561,Movie_561,0.05,0.04,0.24,0.16,0.05,0.19,0.27,0.57,0.6,0.88
562,Movie_562,0.06,0.12,0.27,0.26,0.17,0.09,0.03,0.43,0.21,0.57
563,Movie_563,0.08,0.29,0.41,0.0,0.08,0.05,0.08,0.49,0.23,0.55
564,Movie_564,0.01,0.16,0.03,0.07,0.11,0.28,0.34,0.85,0.38,0.44
565,Movie_565,0.13,0.15,0.16,0.16,0.25,0.09,0.05,0.57,0.58,0.47
566,Movie_566,0.22,0.12,0.0,0.04,0.38,0.18,0.05,0.84,0.51,0.74
567,Movie_567,0.25,0.27,0.1,0.03,0.05,0.27,0.04,0.08,0.47,0.64
568,Movie_568,0.14,0.08,0.37,0.13,0.13,0.15,0.0,0.35,0.84,0.36
569,Movie_569,0.2,0.02,0.14,0.34,0.08,0.17,0.05,0.71,0.16,0.11
570,Movie_570,0.16,0.33,0.08,0.15,0.21,0.05,0.01,0.49,0.66,0.94
571,Movie_571,0.03,0.1,0.39,0.21,0.06,0.09,0.12,0.15,0.06,0.49
572,Movie_572,0.04,0.09,0.2,0.29,0.04,0.03,0.32,0.59,0.75,0.16
573,Movie_573,0.51,0.02,0.04,0.15,0.08,0.11,0.1,0.64,0.6,0.51
574,Movie_574,0.12,0.06,0.07,0.14,0.13,0.12,0.35,0.65,0.12,0.73
575,Movie_575,0.16,0.21,0.04,0.15,0.04,0.23,0.17,0.77,0.44,0.91
576,Movie_576,0.33,0.33,0.04,0.05,0.05,0.14,0.06,0.11,0.22,0.74
577,Movie_577,0.1,0.01,0.03,0.14,0.09,0.59,0.04,1.0,0.25,0.23
578,Movie_578,0.01,0.28,0.17,0.05,0.25,0.11,0.14,0.01,0.27,0.52
